Date,Energy (kWh),Reactive energy (kVArh),Power (kW),Maximeter (kW),Reactive power (kVAr),Voltage (V),Intensity (A),Power factor (φ)
3 Sep 2019 06:45:00,1.591,0.200,4.710,4.966,-9.448,185.921,56.988,0.461
3 Sep 2019 07:00:00,1.299,0.210,5.083,5.202,-9.383,242.775,56.989,0.049
3 Sep 2019 07:15:00,1.090,0.090,4.685,6.092,-9.160,185.235,57.586,0.498
3 Sep 2019 07:30:00,1.110,0.700,5.450,6.832,-3.297,242.510,48.279,0.106
3 Sep 2019 07:45:00,0.701,0.601,2.518,2.606,1.987,185.313,14.251,0.946
3 Sep 2019 08:00:00,0.799,0.500,3.472,4.580,2.499,243.110,17.672,0.958
3 Sep 2019 08:15:00,2.601,2.000,11.423,11.650,8.258,183.416,62.786,0.953
3 Sep 2019 08:30:00,2.800,1.500,10.977,11.532,4.638,183.513,61.406,0.964
3 Sep 2019 08:45:00,2.500,0.100,10.040,10.113,-4.664,184.109,57.407,0.974
3 Sep 2019 09:00:00,2.500,0.000,9.966,10.061,-4.760,183.455,58.065,0.973
3 Sep 2019 09:15:00,2.500,0.000,9.997,10.172,-2.859,183.236,58.645,0.990
3 Sep 2019 09:30:00,2.600,0.000,10.232,10.323,-3.109,243.890,58.726,0.979
3 Sep 2019 09:45:00,2.500,0.000,10.005,10.118,-3.150,185.832,58.860,0.988
3 Sep 2019 10:00:00,2.500,0.000,10.529,10.554,-0.941,245.090,57.766,0.980
3 Sep 2019 10:15:00,2.599,0.100,10.068,10.222,-4.536,185.490,58.405,0.976
3 Sep 2019 10:30:00,2.500,0.000,10.502,10.630,-2.911,245.290,58.293,0.980
3 Sep 2019 10:45:00,2.500,0.099,10.220,10.321,-5.576,184.831,62.105,0.967
3 Sep 2019 11:00:00,2.500,0.100,10.630,10.826,-5.439,245.020,61.439,0.970
3 Sep 2019 11:15:00,2.601,0.000,10.127,10.204,-5.471,184.498,61.266,0.968
3 Sep 2019 11:30:00,2.500,0.101,10.366,10.527,-3.226,245.260,61.232,0.979
3 Sep 2019 11:45:00,2.500,0.000,10.142,10.210,-3.306,184.150,61.466,0.987
3 Sep 2019 12:00:00,2.600,0.000,10.441,10.548,-5.603,246.000,63.226,0.968
3 Sep 2019 12:15:00,0.899,0.600,2.834,3.394,2.299,183.160,16.124,0.944
3 Sep 2019 12:30:00,0.901,0.699,3.778,3.813,2.990,246.620,19.971,0.954
3 Sep 2019 12:45:00,0.800,0.701,3.285,3.342,2.950,183.819,19.385,0.936
3 Sep 2019 13:00:00,0.799,0.700,3.575,3.634,2.744,246.840,18.591,0.955
3 Sep 2019 13:15:00,0.800,0.699,3.015,3.296,2.464,183.847,17.245,0.944
3 Sep 2019 13:30:00,0.601,0.400,2.882,2.914,1.946,248.300,13.999,0.959
3 Sep 2019 13:45:00,0.599,0.500,2.447,2.484,1.849,183.547,13.511,0.949
3 Sep 2019 14:00:00,0.601,0.500,2.833,2.933,1.979,248.170,14.219,0.958
3 Sep 2019 14:15:00,0.699,0.000,1.072,1.121,-1.891,183.760,9.619,0.873
3 Sep 2019 14:30:00,0.501,0.100,1.997,3.117,-0.476,248.830,11.113,0.938
3 Sep 2019 14:45:00,0.700,0.500,3.099,3.921,2.442,182.991,17.345,0.947
3 Sep 2019 15:00:00,1.099,0.900,4.478,6.287,3.161,248.160,22.872,0.960
3 Sep 2019 15:15:00,0.601,0.500,2.515,2.567,1.996,183.614,14.145,0.946
3 Sep 2019 15:30:00,0.899,0.401,5.427,10.567,2.476,248.590,31.071,0.965
3 Sep 2019 15:45:00,2.601,0.199,10.136,10.202,-6.101,185.731,65.932,0.963
3 Sep 2019 16:00:00,2.500,0.101,10.466,10.575,-8.518,248.950,66.126,0.956
3 Sep 2019 16:15:00,2.500,0.100,10.104,10.110,-6.194,186.002,65.872,0.941
3 Sep 2019 16:30:00,2.600,0.199,10.460,10.473,-3.651,249.640,66.066,0.967
3 Sep 2019 16:45:00,2.500,0.301,10.223,10.251,-1.131,186.026,66.193,0.985
3 Sep 2019 17:00:00,2.599,0.000,10.608,10.666,-8.470,249.770,65.673,0.956
3 Sep 2019 17:15:00,2.500,0.400,10.127,10.220,-3.736,185.324,65.106,0.964
3 Sep 2019 17:30:00,2.701,0.100,10.594,10.640,-1.259,249.380,66.313,0.977
3 Sep 2019 17:45:00,2.500,0.299,10.219,10.331,-3.683,185.180,66.365,0.965
3 Sep 2019 18:00:00,2.599,0.000,10.527,10.578,-6.117,249.060,66.206,0.967
3 Sep 2019 18:15:00,2.601,0.101,10.253,10.338,-6.057,186.368,66.473,0.964
3 Sep 2019 18:30:00,2.500,0.500,10.600,10.647,-1.138,249.320,65.791,0.967
3 Sep 2019 18:45:00,2.600,0.100,10.365,10.380,-1.215,186.482,66.531,0.985
3 Sep 2019 19:00:00,2.599,0.000,10.681,10.832,-6.273,250.140,66.812,0.967
3 Sep 2019 19:15:00,2.601,0.400,10.388,10.439,-3.703,185.673,66.619,0.985
3 Sep 2019 19:30:00,2.200,0.299,8.016,10.628,3.034,249.730,48.733,0.971
3 Sep 2019 19:45:00,0.600,0.600,2.586,2.645,2.353,186.754,15.245,0.935
3 Sep 2019 20:00:00,0.599,0.601,2.911,3.001,2.169,249.700,14.685,0.955
3 Sep 2019 20:15:00,0.900,0.600,3.652,4.784,-2.264,187.117,36.763,0.736
3 Sep 2019 20:30:00,1.501,0.800,6.286,6.630,-5.271,249.060,62.187,0.735
3 Sep 2019 20:45:00,1.609,0.909,6.204,6.398,-4.748,247.600,57.861,0.052
3 Sep 2019 21:00:00,1.600,0.690,7.004,8.135,-3.518,247.920,61.669,0.164
3 Sep 2019 21:15:00,1.991,1.100,7.989,8.117,-4.781,186.419,72.982,0.537
3 Sep 2019 21:30:00,2.199,0.810,8.266,8.473,-8.936,247.985,80.672,0.147
3 Sep 2019 21:45:00,1.291,0.200,4.794,5.010,-10.087,187.031,60.139,0.458
3 Sep 2019 22:00:00,1.209,0.200,5.227,5.352,-10.172,247.575,59.230,0.144
3 Sep 2019 22:15:00,1.301,0.391,5.335,6.287,-8.772,186.065,62.100,0.480
3 Sep 2019 22:30:00,1.690,0.899,7.177,8.573,-4.819,245.560,65.163,0.067
3 Sep 2019 22:45:00,1.610,0.610,6.324,6.481,-6.165,186.616,65.666,0.531
3 Sep 2019 23:00:00,1.889,0.690,9.072,13.965,-9.966,245.225,79.695,0.034
3 Sep 2019 23:15:00,3.311,0.200,13.546,13.706,-16.318,187.501,111.603,0.538
3 Sep 2019 23:30:00,3.510,0.210,13.840,14.128,-15.933,244.100,113.306,0.067
3 Sep 2019 23:45:00,3.290,0.200,13.704,13.905,-19.857,187.293,117.473,0.500
4 Sep 2019 00:00:00,3.410,0.200,13.696,13.860,-16.709,243.105,104.858,0.066
4 Sep 2019 00:15:00,3.300,0.100,13.477,13.699,-16.847,185.237,105.680,0.524
4 Sep 2019 00:30:00,3.399,0.290,13.792,14.021,-17.249,242.520,107.088,0.064
4 Sep 2019 00:45:00,3.290,0.110,13.606,13.830,-18.574,185.461,113.725,0.516
4 Sep 2019 01:00:00,3.500,0.190,13.816,13.898,-14.569,242.590,104.731,0.070
4 Sep 2019 01:15:00,3.410,0.200,13.551,13.718,-15.110,186.690,108.762,0.541
4 Sep 2019 01:30:00,3.500,0.210,14.280,14.392,-19.296,243.925,116.759,0.044
4 Sep 2019 01:45:00,3.490,0.200,13.759,14.034,-18.250,186.604,111.071,0.517
4 Sep 2019 02:00:00,3.410,0.200,14.021,14.407,-15.095,244.740,106.332,0.760
4 Sep 2019 02:15:00,3.500,0.190,13.722,13.919,-19.340,187.245,115.402,0.503
4 Sep 2019 02:30:00,3.491,0.200,14.067,14.198,-18.446,243.695,111.582,0.060
4 Sep 2019 02:45:00,3.410,0.110,13.758,13.904,-19.020,186.484,115.203,0.509
4 Sep 2019 03:00:00,3.089,0.190,11.501,14.173,-14.530,244.080,93.956,0.064
4 Sep 2019 03:15:00,1.511,0.700,6.182,6.356,-4.799,187.219,56.216,0.554
4 Sep 2019 03:30:00,1.600,0.810,7.042,8.070,-4.515,244.020,58.997,0.071
4 Sep 2019 03:45:00,1.990,0.901,7.789,8.024,-4.956,186.835,69.241,0.549
4 Sep 2019 04:00:00,1.810,0.800,7.642,8.337,-5.093,244.535,67.350,0.054
4 Sep 2019 04:15:00,1.490,0.690,6.340,6.473,-6.527,187.892,62.522,0.543
4 Sep 2019 04:30:00,1.700,0.700,6.235,6.391,-5.751,244.970,59.694,-0.076
4 Sep 2019 04:45:00,1.509,0.610,6.247,6.376,-6.152,187.848,62.505,0.544
4 Sep 2019 05:00:00,1.801,0.600,8.800,13.790,-10.365,244.990,78.980,-0.049
4 Sep 2019 05:15:00,1.289,0.090,4.791,4.938,-9.546,187.973,57.233,0.476
4 Sep 2019 05:30:00,1.110,0.210,4.852,4.997,-9.758,245.640,57.491,-0.066
4 Sep 2019 05:45:00,1.381,0.300,5.269,6.204,-8.853,185.992,59.173,0.498
4 Sep 2019 06:00:00,1.710,0.800,6.805,8.224,-5.440,245.250,64.422,-0.062
4 Sep 2019 06:15:00,1.600,0.590,6.376,6.440,-7.047,187.049,65.528,0.543
4 Sep 2019 06:30:00,1.789,0.600,8.847,13.777,-10.531,245.230,79.151,-0.063
4 Sep 2019 06:45:00,3.311,0.210,13.425,13.587,-15.749,188.180,110.939,0.535
4 Sep 2019 07:00:00,3.600,0.200,13.589,14.026,-15.379,244.815,109.559,-0.048
4 Sep 2019 07:15:00,3.310,0.090,13.227,13.895,-13.418,184.595,108.019,0.570
4 Sep 2019 07:30:00,2.890,0.000,11.386,12.139,-10.436,244.980,85.377,-0.002
4 Sep 2019 07:45:00,2.500,0.000,10.054,10.133,-10.034,185.959,62.273,0.927
4 Sep 2019 08:00:00,2.500,0.000,9.982,10.058,-2.956,245.590,59.785,0.750
4 Sep 2019 08:15:00,2.500,0.000,9.954,10.116,-4.917,183.287,58.560,0.972
4 Sep 2019 08:30:00,2.500,0.000,10.033,10.051,-4.769,246.250,57.853,0.742
4 Sep 2019 08:45:00,2.500,0.000,10.065,10.144,-2.900,182.466,57.845,0.990
4 Sep 2019 09:00:00,2.500,0.000,10.337,10.413,-2.838,246.350,58.325,0.955
4 Sep 2019 09:15:00,2.599,0.000,10.032,10.175,-2.930,183.642,58.412,0.990
4 Sep 2019 09:30:00,2.500,0.000,10.439,10.522,-2.872,245.860,58.266,0.980
4 Sep 2019 09:45:00,2.500,0.000,9.975,10.024,-2.988,183.415,58.698,0.989
4 Sep 2019 10:00:00,2.601,0.800,10.821,11.718,-0.585,246.140,61.219,0.963
4 Sep 2019 10:15:00,2.899,2.400,11.638,11.871,9.640,184.069,65.533,0.942
4 Sep 2019 10:30:00,2.500,1.799,8.918,12.020,6.885,247.460,48.358,0.957
4 Sep 2019 10:45:00,0.801,0.701,3.205,3.538,2.899,184.186,18.818,0.936
4 Sep 2019 11:00:00,0.800,0.799,3.752,3.767,3.125,247.680,20.293,0.952
4 Sep 2019 11:15:00,0.899,0.801,3.430,3.457,3.105,184.535,20.146,0.936
4 Sep 2019 11:30:00,0.801,0.699,3.656,3.765,3.066,250.000,19.599,0.952
4 Sep 2019 11:45:00,0.699,0.601,2.760,3.206,2.289,184.042,15.558,0.943
4 Sep 2019 12:00:00,0.701,0.500,2.839,2.864,1.984,249.610,14.065,0.958
4 Sep 2019 12:15:00,0.700,0.500,2.557,2.611,1.971,182.759,14.180,0.948
4 Sep 2019 12:30:00,0.899,0.500,5.270,10.125,0.071,248.980,30.459,0.964
4 Sep 2019 12:45:00,0.300,0.000,1.055,1.087,-2.178,183.877,10.905,0.859
4 Sep 2019 13:00:00,0.301,0.000,1.421,1.484,-2.110,249.200,10.473,0.916
4 Sep 2019 13:15:00,0.300,0.100,1.430,2.241,-0.730,184.222,11.358,0.886
4 Sep 2019 13:30:00,0.800,0.699,3.499,4.666,2.369,250.590,17.312,0.960
4 Sep 2019 13:45:00,0.700,0.500,2.440,2.486,2.019,183.844,14.218,0.943
4 Sep 2019 14:00:00,1.599,0.201,7.829,10.398,-1.658,249.170,47.966,0.970
4 Sep 2019 14:15:00,2.500,0.000,10.016,10.057,-7.795,183.215,63.459,0.947
4 Sep 2019 14:30:00,2.600,0.000,10.409,10.571,-7.892,250.040,63.731,0.958
4 Sep 2019 14:45:00,2.401,0.000,10.050,10.135,-7.811,183.392,63.173,0.947
4 Sep 2019 15:00:00,2.599,0.000,10.384,10.503,-7.904,249.750,63.478,0.958
4 Sep 2019 15:15:00,2.500,0.000,10.087,10.250,-5.441,182.921,63.559,0.968
4 Sep 2019 15:30:00,2.500,0.000,10.428,10.497,-7.788,248.000,63.212,0.958
4 Sep 2019 15:45:00,2.500,0.000,10.066,10.230,-10.267,182.830,63.966,0.925
4 Sep 2019 16:00:00,2.500,0.000,10.358,10.457,-5.417,248.590,63.452,0.969
4 Sep 2019 16:15:00,2.601,0.000,10.053,10.182,-7.738,183.756,62.573,0.947
4 Sep 2019 16:30:00,2.600,0.700,10.953,11.918,-3.386,249.050,64.347,0.950
4 Sep 2019 16:45:00,2.900,2.500,11.584,11.721,10.155,184.654,67.673,0.938
4 Sep 2019 17:00:00,2.800,1.900,11.517,12.193,5.433,249.940,64.872,0.964
4 Sep 2019 17:15:00,2.500,0.000,10.081,10.141,-7.577,183.777,62.832,0.949
4 Sep 2019 17:30:00,2.699,0.000,10.496,10.511,-2.970,249.890,63.565,0.980
4 Sep 2019 17:45:00,2.500,0.000,10.051,10.153,-7.865,183.710,64.012,0.946
4 Sep 2019 18:00:00,1.500,0.299,5.456,10.511,0.345,249.500,30.826,0.965
4 Sep 2019 18:15:00,0.601,0.500,2.637,2.716,2.108,184.305,15.000,0.945
4 Sep 2019 18:30:00,0.699,0.500,3.045,3.069,2.145,249.380,15.026,0.958
4 Sep 2019 18:45:00,0.601,0.500,2.670,2.711,2.119,184.468,14.792,0.946
4 Sep 2019 19:00:00,0.700,0.601,2.937,2.951,2.121,249.380,14.579,0.956
4 Sep 2019 19:15:00,0.600,0.500,2.528,2.560,2.093,186.246,14.392,0.943
4 Sep 2019 19:30:00,0.700,0.500,2.860,2.883,2.203,249.560,14.826,0.954
4 Sep 2019 19:45:00,0.599,0.600,2.536,2.657,2.177,186.706,14.627,0.939
4 Sep 2019 20:00:00,0.800,0.199,1.963,2.807,-0.760,249.680,11.911,0.933
4 Sep 2019 20:15:00,0.611,0.000,2.427,3.164,-7.698,187.345,37.433,0.613
4 Sep 2019 20:30:00,1.200,0.210,5.183,5.439,-10.509,249.540,63.048,0.711
4 Sep 2019 20:45:00,1.390,0.501,5.571,6.111,-7.268,186.854,59.856,0.514
4 Sep 2019 21:00:00,1.800,0.800,7.158,8.423,-4.147,249.780,57.335,0.767
4 Sep 2019 21:15:00,1.509,0.690,6.360,6.497,-6.477,187.750,62.932,0.542
4 Sep 2019 21:30:00,2.501,0.399,11.594,14.441,-11.628,249.510,93.763,0.762
4 Sep 2019 21:45:00,3.289,0.210,13.604,13.748,-13.764,247.840,113.152,0.049
4 Sep 2019 22:00:00,3.410,0.200,13.708,14.037,-17.958,248.130,111.118,0.145
4 Sep 2019 22:15:00,3.390,0.090,13.466,13.742,-15.195,187.414,110.512,0.536
4 Sep 2019 22:30:00,3.311,0.310,13.710,13.771,-17.183,246.165,106.103,0.063
4 Sep 2019 22:45:00,3.400,0.200,13.597,13.831,-18.090,186.339,113.392,0.513
4 Sep 2019 23:00:00,3.589,0.801,14.410,15.456,-10.276,244.755,106.724,0.067
4 Sep 2019 23:15:00,3.801,2.690,15.167,15.413,3.022,186.425,113.398,0.530
4 Sep 2019 23:30:00,3.810,2.200,14.915,15.639,-4.197,244.250,114.011,0.063
4 Sep 2019 23:45:00,3.390,0.210,13.792,13.896,-19.537,186.554,117.206,0.507
5 Sep 2019 00:00:00,3.410,0.200,14.021,14.204,-18.063,244.085,109.366,0.062
5 Sep 2019 00:15:00,3.400,0.090,13.565,13.777,-17.718,186.399,111.150,0.519
5 Sep 2019 00:30:00,3.390,0.210,14.042,14.290,-18.056,244.570,110.723,0.060
5 Sep 2019 00:45:00,3.410,0.200,13.768,13.909,-19.188,188.241,115.121,0.507
5 Sep 2019 01:00:00,3.390,0.200,13.928,14.037,-12.456,244.485,106.140,0.075
5 Sep 2019 01:15:00,3.309,0.190,13.566,13.802,-16.732,186.165,104.813,0.531
5 Sep 2019 01:30:00,2.600,0.499,8.978,14.087,-9.988,243.025,78.433,0.052
5 Sep 2019 01:45:00,1.480,0.611,6.147,6.343,-5.839,186.198,62.064,0.544
5 Sep 2019 02:00:00,1.711,0.700,6.521,6.637,-4.190,243.010,56.298,0.086
5 Sep 2019 02:15:00,1.489,0.590,6.356,6.520,-5.407,186.616,61.703,0.544
5 Sep 2019 02:30:00,1.610,0.710,6.606,6.715,-5.330,242.895,60.674,0.053
5 Sep 2019 02:45:00,1.601,0.799,6.266,6.459,-5.219,186.685,60.394,0.538
5 Sep 2019 03:00:00,1.599,0.601,6.598,6.770,-5.518,242.715,59.260,0.083
5 Sep 2019 03:15:00,1.491,0.690,6.247,6.335,-6.146,186.935,60.976,0.541
5 Sep 2019 03:30:00,1.309,0.399,5.593,6.670,-8.098,242.380,58.645,0.057
5 Sep 2019 03:45:00,1.301,0.210,4.924,5.027,-10.325,187.545,59.101,0.462
5 Sep 2019 04:00:00,1.210,0.200,5.263,5.447,-9.354,243.085,54.976,0.038
5 Sep 2019 04:15:00,1.499,0.600,6.772,8.190,-5.808,186.969,64.802,0.539
5 Sep 2019 04:30:00,1.800,0.700,7.016,8.406,-5.196,243.070,61.374,-0.043
5 Sep 2019 04:45:00,1.491,0.600,6.122,6.327,-5.311,186.515,57.516,0.549
5 Sep 2019 05:00:00,2.710,0.401,11.226,13.896,-13.916,242.420,93.644,-0.050
5 Sep 2019 05:15:00,3.390,0.190,13.495,13.690,-16.419,187.275,104.525,0.533
5 Sep 2019 05:30:00,3.410,0.900,14.277,15.623,-10.811,242.555,109.244,-0.049
5 Sep 2019 05:45:00,3.800,2.710,15.136,15.315,2.645,187.586,112.351,0.540
5 Sep 2019 06:00:00,3.690,2.000,14.550,15.251,-2.816,243.135,105.986,-0.063
5 Sep 2019 06:15:00,3.489,0.200,13.520,13.718,-14.587,187.738,103.828,0.547
5 Sep 2019 06:30:00,3.410,0.190,13.820,14.056,-17.304,243.135,107.584,-0.049
5 Sep 2019 06:45:00,3.491,0.300,13.711,13.853,-12.443,187.160,107.177,0.565
5 Sep 2019 07:00:00,3.410,0.210,13.855,14.130,-13.966,243.200,112.911,-0.040
5 Sep 2019 07:15:00,3.290,0.190,13.308,13.974,-15.909,185.181,109.610,0.553
5 Sep 2019 07:30:00,3.109,0.000,11.569,12.456,-13.301,242.635,89.252,-0.007
5 Sep 2019 07:45:00,2.500,0.000,10.045,10.065,-5.490,185.490,62.813,0.967
5 Sep 2019 08:00:00,2.500,0.000,10.183,10.351,-5.255,243.480,61.412,0.740
5 Sep 2019 08:15:00,2.601,0.000,10.307,10.326,-9.183,183.145,61.618,0.938
5 Sep 2019 08:30:00,2.600,0.000,10.263,10.288,-9.256,242.350,60.933,0.727
5 Sep 2019 08:45:00,2.500,0.000,10.276,10.443,-9.331,184.843,61.246,0.935
5 Sep 2019 09:00:00,1.299,0.400,5.433,10.725,-1.663,243.130,29.992,0.955
5 Sep 2019 09:15:00,0.701,0.500,2.559,2.637,2.080,183.829,14.692,0.943
5 Sep 2019 09:30:00,0.599,0.500,2.840,2.898,1.999,243.080,14.438,0.958
5 Sep 2019 09:45:00,0.700,0.600,2.828,3.329,2.308,184.995,16.092,0.944
5 Sep 2019 10:00:00,0.800,0.699,3.605,3.670,2.805,243.550,19.032,0.955
5 Sep 2019 10:15:00,0.801,0.701,3.235,3.342,2.832,184.877,19.046,0.938
5 Sep 2019 10:30:00,0.800,0.699,3.530,3.561,2.763,243.220,18.652,0.955
5 Sep 2019 10:45:00,0.700,0.600,2.908,3.162,2.493,183.761,17.159,0.940
5 Sep 2019 11:00:00,0.800,0.201,1.830,2.813,-0.571,246.370,10.473,0.935
5 Sep 2019 11:15:00,0.300,0.000,1.001,1.015,-1.768,183.889,9.059,0.873
5 Sep 2019 11:30:00,0.200,0.000,1.327,1.360,-1.643,247.120,8.545,0.924
5 Sep 2019 11:45:00,0.700,0.400,3.008,4.332,2.284,183.938,16.572,0.948
5 Sep 2019 12:00:00,0.799,0.600,3.298,4.320,1.925,247.720,15.432,0.965
5 Sep 2019 12:15:00,1.000,0.700,3.630,4.102,2.520,183.370,19.726,0.955
5 Sep 2019 12:30:00,2.700,1.800,11.378,12.013,3.615,247.900,68.033,0.950
5 Sep 2019 12:45:00,2.500,0.000,9.967,10.006,-5.947,182.764,65.106,0.963
5 Sep 2019 13:00:00,2.500,0.399,10.323,10.368,-1.394,248.350,66.171,0.977
5 Sep 2019 13:15:00,2.500,0.400,10.038,10.108,-1.137,182.737,66.032,0.966
5 Sep 2019 13:30:00,2.500,0.500,10.448,10.466,1.108,248.780,66.560,0.977
5 Sep 2019 13:45:00,2.500,0.401,10.073,10.255,1.052,182.855,66.472,0.984
5 Sep 2019 14:00:00,2.601,0.400,10.418,10.497,-3.668,248.790,66.039,0.966
5 Sep 2019 14:15:00,2.500,0.500,10.101,10.150,1.047,182.557,68.360,0.982
5 Sep 2019 14:30:00,2.600,0.199,10.449,10.521,-8.624,248.880,66.593,0.955
5 Sep 2019 14:45:00,2.500,0.000,10.126,10.235,-10.877,184.506,65.506,0.920
5 Sep 2019 15:00:00,2.500,0.000,10.308,10.346,-5.858,249.780,64.452,0.967
5 Sep 2019 15:15:00,2.500,0.000,9.892,9.902,-7.852,183.793,63.665,0.946
5 Sep 2019 15:30:00,2.500,0.000,10.358,10.475,-7.779,249.170,63.325,0.958
5 Sep 2019 15:45:00,2.600,0.000,10.055,10.233,-10.190,185.296,63.292,0.926
5 Sep 2019 16:00:00,2.500,0.000,10.426,10.522,-7.813,248.960,63.585,0.959
5 Sep 2019 16:15:00,2.500,0.000,7.102,10.102,-7.467,184.562,45.785,0.907
5 Sep 2019 16:30:00,0.599,0.401,2.824,2.885,1.593,249.520,12.933,0.965
5 Sep 2019 16:45:00,0.601,0.400,2.520,2.558,1.628,184.877,12.972,0.960
5 Sep 2019 17:00:00,0.700,0.400,2.862,2.886,1.686,249.590,13.399,0.964
5 Sep 2019 17:15:00,0.600,0.399,2.546,2.554,1.623,184.487,13.345,0.961
5 Sep 2019 17:30:00,0.699,0.400,2.921,2.951,1.670,250.230,13.351,0.964
5 Sep 2019 17:45:00,0.700,0.500,2.591,2.669,1.936,185.136,14.159,0.951
5 Sep 2019 18:00:00,0.601,0.500,2.552,2.582,2.030,184.340,14.259,0.946
5 Sep 2019 18:15:00,0.699,0.500,2.831,3.329,2.254,184.972,15.872,0.947
5 Sep 2019 18:30:00,0.700,0.201,1.680,2.714,-0.773,185.539,12.120,0.895
5 Sep 2019 18:45:00,0.701,0.500,3.070,3.135,2.101,248.270,14.953,0.959
5 Sep 2019 19:00:00,0.599,0.399,2.570,2.705,2.193,186.715,14.764,0.940
5 Sep 2019 19:15:00,0.801,0.701,4.104,4.819,2.990,248.860,21.026,0.957
5 Sep 2019 19:30:00,0.699,0.600,2.630,2.768,2.118,186.994,14.699,0.945
5 Sep 2019 19:45:00,0.601,0.500,3.014,3.058,2.211,249.030,14.719,0.956
5 Sep 2019 20:00:00,2.399,0.099,9.825,9.919,-1.323,187.719,64.992,0.983
5 Sep 2019 20:15:00,2.500,0.401,10.217,10.410,1.055,249.430,65.224,0.977
5 Sep 2019 20:30:00,2.701,0.500,11.453,11.634,-0.567,185.907,74.196,0.954
5 Sep 2019 20:45:00,3.310,0.410,13.115,14.018,-8.974,249.600,100.213,0.824
5 Sep 2019 21:00:00,3.400,0.500,13.449,13.583,-5.833,184.925,108.773,0.586
5 Sep 2019 21:15:00,3.290,0.599,13.791,14.015,-11.496,249.350,114.037,0.759
5 Sep 2019 21:30:00,3.410,0.190,13.507,13.666,-15.835,186.971,110.805,0.535
5 Sep 2019 21:45:00,3.390,0.200,13.987,14.102,-16.441,247.385,113.004,0.170
5 Sep 2019 22:00:00,3.309,0.210,13.588,13.767,-16.463,245.660,111.809,-0.045
5 Sep 2019 22:15:00,3.400,0.200,13.803,13.906,-15.544,247.970,110.595,0.753
5 Sep 2019 22:30:00,3.390,0.090,13.668,13.884,-18.786,245.120,112.901,-0.069
5 Sep 2019 22:45:00,3.500,0.210,13.757,13.998,-15.276,246.560,108.961,0.754
5 Sep 2019 23:00:00,3.291,0.200,13.474,13.613,-14.582,244.030,104.907,-0.049
5 Sep 2019 23:15:00,3.510,0.200,13.941,14.348,-17.946,245.710,108.919,0.743
5 Sep 2019 23:30:00,3.400,0.190,13.736,13.981,-19.045,243.280,114.222,-0.070
5 Sep 2019 23:45:00,3.289,0.200,13.906,14.060,-18.078,246.620,110.111,0.743
6 Sep 2019 00:00:00,1.610,0.710,6.255,6.388,-5.505,242.900,58.541,-0.049
6 Sep 2019 00:15:00,1.591,0.700,6.718,6.967,-5.334,244.400,58.062,0.760
6 Sep 2019 00:30:00,1.619,0.490,6.272,6.421,-5.344,241.880,57.571,-0.033
6 Sep 2019 00:45:00,1.501,0.810,6.609,6.702,-6.436,243.620,65.076,0.754
6 Sep 2019 01:00:00,1.690,0.700,6.552,7.647,-4.727,240.060,58.309,-0.033
6 Sep 2019 01:15:00,1.910,0.901,8.034,8.173,-4.800,242.410,67.766,0.761
6 Sep 2019 01:30:00,1.790,0.890,7.160,7.842,-5.738,241.600,66.755,-0.053
6 Sep 2019 01:45:00,1.510,0.600,6.490,6.640,-5.688,242.910,60.525,0.759
6 Sep 2019 02:00:00,1.499,0.210,4.814,4.923,-9.478,240.370,55.351,-0.046
6 Sep 2019 02:15:00,1.190,0.200,5.219,5.348,-9.834,243.110,54.908,0.718
6 Sep 2019 02:30:00,1.401,0.300,5.301,6.189,-8.920,242.390,63.106,-0.088
6 Sep 2019 02:45:00,1.800,0.789,7.762,8.505,-4.681,243.390,68.978,0.751
6 Sep 2019 03:00:00,1.590,0.800,6.303,6.541,-5.827,240.600,61.522,-0.024
6 Sep 2019 03:15:00,1.509,0.510,6.419,6.684,-5.628,242.530,60.421,0.756
6 Sep 2019 03:30:00,3.301,0.190,13.711,13.863,-19.168,241.270,115.114,-0.071
6 Sep 2019 03:45:00,3.289,0.200,13.779,13.959,-18.107,243.170,111.129,0.743
6 Sep 2019 04:00:00,3.410,0.210,13.455,13.675,-17.801,241.690,109.145,-0.038
6 Sep 2019 04:15:00,3.291,0.200,13.939,14.097,-18.912,243.530,114.245,0.740
6 Sep 2019 04:30:00,3.520,0.200,13.476,13.712,-17.653,242.190,107.592,-0.052
6 Sep 2019 04:45:00,3.400,0.190,13.559,13.770,-18.135,243.680,109.675,0.515
6 Sep 2019 05:00:00,3.290,0.200,13.510,13.839,-14.880,242.030,108.636,-0.038
6 Sep 2019 05:15:00,3.410,0.210,13.740,13.819,-18.080,244.240,109.767,0.514
6 Sep 2019 05:30:00,3.390,0.200,13.528,13.653,-17.102,242.620,105.419,-0.048
6 Sep 2019 05:45:00,3.309,0.200,13.395,13.631,-16.842,245.050,104.567,0.519
6 Sep 2019 06:00:00,3.400,0.190,13.613,13.773,-15.223,242.100,108.873,-0.021
6 Sep 2019 06:15:00,3.491,0.300,13.884,14.135,-15.144,244.370,108.467,0.528
6 Sep 2019 06:30:00,3.309,0.110,13.404,13.567,-15.216,243.000,108.999,-0.055
6 Sep 2019 06:45:00,3.490,0.190,13.461,13.719,-12.660,244.640,106.732,0.537
6 Sep 2019 07:00:00,3.410,0.200,13.715,13.907,-11.536,243.350,115.322,-0.021
